"","V1","V2","V3","V4","V5"
"ERVK13-1",-1,NA,NA,NA,0
"IL17RD",1,-1,-1,1,1
"PKHD1",1,1,1,-1,1
"CREB3L2",1,-1,1,-1,1
"MIX23",-1,NA,NA,NA,0
"PI4K2B",1,NA,NA,1,0
"CYP2W1",1,-1,-1,-1,1
"TMEM101",1,-1,1,NA,1
"DNAJC5G",1,-1,-1,1,1
"RPS20",-1,1,1,-1,1
"LAMB3",1,-1,1,NA,1
"TNFRSF10C",1,1,-1,1,1
"EIF2S3",1,-1,-1,NA,1
"SEPSECS",1,-1,-1,1,1
"TINAGL1",-1,-1,-1,1,1
"NPIPB6",1,-1,1,NA,1
"LRRC63",1,-1,-1,NA,1
"TM4SF19-DYNLT2B",-1,NA,NA,NA,0
"SLC25A33",1,NA,NA,NA,0
"TUBA3FP",1,NA,NA,NA,0
"MEGF8",1,-1,-1,1,1
"ITPKB",-1,1,1,1,1
"BCAM",1,-1,1,1,1
"ALDH1A1",-1,-1,-1,-1,0
"MAD1L1",1,1,1,1,0
"CPNE3",-1,-1,1,NA,1
"PRKY",-1,-1,-1,-1,0
"TRIM14",-1,1,-1,1,1
"CSRNP1",1,-1,-1,1,1
"SPTSSA",1,NA,NA,1,0
"ZFP82",-1,1,1,-1,1
"CSMD2",-1,-1,-1,-1,0
"FAAP100",1,-1,1,NA,1
"TIFA",-1,1,-1,1,1
"WIF1",1,1,-1,1,1
"105375333",1,NA,NA,NA,0
"HAPSTR1",-1,NA,NA,NA,0
"TRIM21",-1,1,1,-1,1
"REM1",-1,NA,NA,1,1
"PSKH1",1,-1,1,-1,1
"GNPDA1",-1,-1,-1,-1,0
"CT45A5",1,1,1,NA,0
"LPAR2",1,-1,1,-1,1
"NLRP8",1,-1,1,NA,1
"TMBIM6",1,1,-1,1,1
"TCEAL3",-1,1,1,NA,1
"ADAMTS15",-1,-1,-1,NA,0
"WBP11",1,-1,-1,-1,1
"MAPRE2",-1,1,-1,NA,1
"LAMB2",1,1,1,1,0
"ALG1L9P",1,NA,NA,NA,0
"SEPTIN9",-1,NA,NA,NA,0
"SMG1P3",-1,NA,NA,NA,0
"ETFB",-1,1,1,-1,1
"TAF3",-1,NA,NA,NA,0
"RGS8",1,1,-1,1,1
"COLQ",-1,-1,1,1,1
"ITGAL",1,1,1,1,0
"LOC101929227",1,NA,NA,NA,0
"PUS7L",-1,1,-1,-1,1
"DLGAP5",-1,-1,-1,NA,0
"TNFAIP8",-1,1,-1,-1,1
"PREP",-1,1,1,-1,1
"PRKAG1",-1,1,-1,-1,1
"TMEM215",1,NA,NA,-1,1
"SIRT1",1,1,1,-1,1
"TMEM260",-1,1,1,NA,1
"CDV3",-1,1,-1,-1,1
"STIMATE-MUSTN1",-1,NA,NA,NA,0
"AP2B1",1,1,-1,1,1
"ATP7A",1,-1,-1,-1,1
"CT45A9",1,1,1,NA,0
"MED13",-1,-1,-1,-1,0
"RARS2",-1,-1,-1,-1,0
"APPL2",-1,-1,-1,-1,0
"LOC102723461",1,NA,NA,NA,0
"LGI4",1,-1,1,1,1
"LOC112268081",1,NA,NA,NA,0
"ERI3",1,1,-1,1,1
"VLDLR-AS1",1,NA,NA,NA,0
"SRP54",-1,-1,1,1,1
"RAVER2",-1,1,-1,-1,1
"ALG6",-1,-1,-1,-1,0
"LOC101929208",1,NA,NA,NA,0
"ANKRA2",-1,-1,-1,1,1
"MNDA",1,1,-1,1,1
"RAN",-1,1,1,-1,1
"LOC107986461",1,NA,NA,NA,0
"FCN2",1,1,1,1,0
"BLOC1S3",-1,1,1,1,1
"EMSLR",1,NA,NA,NA,0
"SDHAF4",-1,-1,-1,NA,0
"MR1",-1,1,-1,1,1
"PGBD2",-1,1,1,-1,1
"COX19",-1,-1,-1,NA,0
"LOC105378751",1,NA,NA,NA,0
"TNKS1BP1",1,-1,1,-1,1
"MATN1-AS1",1,NA,NA,NA,0
"MIA2",1,-1,1,-1,1
"NLRP11",1,-1,-1,NA,1
"PCED1B-AS1",1,NA,NA,NA,0
"LINC01994",1,NA,NA,NA,0
"DUSP10",-1,1,1,-1,1
"SPINK9",1,-1,-1,NA,1
"TRABD",1,-1,1,NA,1
"TVP23A",-1,1,1,NA,1
"CSNK1G2",-1,-1,-1,1,1
"C1QBP",1,1,-1,1,1
"ACSL6",1,1,-1,1,1
"FAM98C",-1,1,1,1,1
"CTNNAL1",-1,1,1,1,1
"CCT5",-1,1,-1,1,1
"BICD2",-1,1,-1,-1,1
"TARM1",1,1,-1,1,1
"PHLDA1",-1,-1,-1,-1,0
"ZNG1C",-1,NA,NA,NA,0
"NUDT16L1",-1,1,1,NA,1
"LOC112268064",1,NA,NA,NA,0
"EIF5A",-1,1,1,-1,1
"NFIX",1,1,-1,-1,1
"CASC15",-1,NA,NA,NA,0
"PLEKHA5",-1,-1,-1,-1,0
"PPM1K",-1,1,-1,-1,1
"PURPL",-1,NA,NA,NA,0
"GREM1-AS1",-1,NA,NA,NA,0
"MAP3K5",-1,1,-1,1,1
"POGK",-1,1,1,1,1
"CASKIN1",1,-1,-1,NA,1
"KRT2",1,NA,-1,1,1
"CACFD1",-1,1,1,NA,1
"PLEKHA8",1,1,1,-1,1
"CTU2",-1,-1,1,1,1
"NDUFAB1",-1,-1,1,1,1
"UQCC1",-1,-1,1,NA,1
"CDC7",-1,-1,-1,1,1
"STAMBPL1",-1,1,-1,NA,1
"TRABD2A",1,1,1,NA,0
"LRRC42",-1,1,1,-1,1
"IGSF3",1,1,-1,-1,1
"POLR2M",-1,1,1,-1,1
"LINC00511",1,NA,NA,NA,0
"RPL36A",-1,1,1,NA,1
"MSH2",-1,1,-1,1,1
"TMTC3",-1,1,-1,-1,1
"CCDC82",-1,1,-1,1,1
"CPA1",1,1,1,1,0
"TRIOBP",-1,1,-1,1,1
"LOC101928491",1,NA,NA,NA,0
"ENPEP",-1,-1,-1,1,1
"GPRC5A",1,1,-1,1,1
"PIN1",-1,1,1,1,1
"RGPD5",-1,-1,-1,1,1
"LY6D",-1,-1,1,-1,1
"IPO5P1",1,NA,NA,NA,0
"NT5C3A",-1,-1,-1,NA,0
"MSR1",1,1,-1,1,1
"ARMCX5",-1,1,-1,NA,1
"ART4",1,-1,-1,-1,1
"KMT2E",1,1,-1,NA,1
"ARID2",-1,-1,1,-1,1
"POLG2",1,-1,-1,-1,1
"CRCP",-1,1,-1,-1,1
"PTGR2",-1,-1,-1,NA,0
"LINC01901",1,NA,NA,NA,0
"NDUFA4L2",1,1,1,NA,0
"LOC284788",1,NA,NA,-1,1
"CEP57L1",-1,1,-1,1,1
"ETDB",1,-1,-1,NA,1
"PLEKHM2",1,1,1,-1,1
"PPID",-1,-1,-1,1,1
"MED31",-1,1,-1,1,1
"C12orf75",-1,-1,-1,-1,0
"MS4A13",1,NA,NA,1,0
"SLC25A27",-1,-1,1,1,1
"NBAS",-1,1,1,1,1
"CERK",-1,1,-1,1,1
"ROCK1",-1,1,-1,1,1
"H1-0",1,NA,NA,NA,0
"RNF183",1,-1,-1,NA,1
"ZNF12",-1,1,1,NA,1
"TLR3",1,1,-1,1,1
"CBX5",1,-1,-1,1,1
"FAM200A",-1,-1,-1,1,1
"LOC105375059",1,NA,NA,NA,0
"TEKT4P2",-1,NA,NA,NA,0
"PDCD2",-1,1,-1,-1,1
"SNORA50A",-1,NA,NA,NA,0
"EPCIP",1,NA,NA,NA,0
"ISCA1",1,-1,-1,1,1
"SLC7A14",1,-1,-1,1,1
"BDH2",-1,-1,-1,-1,0
"DPH3",-1,1,-1,1,1
"IL12RB2",1,1,1,-1,1
"PSMG3",-1,1,1,-1,1
"SULT1C2",1,1,1,-1,1
"CNTN4",-1,-1,-1,-1,0
"LOC105379574",-1,NA,NA,NA,0
"SYNGR3",1,-1,1,-1,1
"POLR1E",-1,-1,-1,1,1
"SLC25A40",-1,1,-1,1,1
"METTL15",-1,-1,1,1,1
"PIGBOS1",-1,1,-1,NA,1
"107984344",1,NA,NA,NA,0
"MARK1",1,-1,-1,-1,1
"DNAAF9",-1,NA,NA,NA,0
"AK5",-1,-1,-1,1,1
"CASP4LP",-1,NA,NA,NA,0
"NCBP1",-1,-1,1,-1,1
"MARS1",1,NA,NA,NA,0
"VEGFB",-1,1,1,NA,1
"BMP6",-1,NA,NA,-1,0
"APOBEC3H",1,1,1,-1,1
"FAM236D",1,NA,-1,NA,1
"CCT6A",-1,-1,1,1,1
"TSC2",1,-1,-1,1,1
"ACOX3",1,-1,1,NA,1
"TMEM126A",-1,1,1,-1,1
"LRPAP1",-1,1,-1,1,1
"CARD19",-1,-1,-1,NA,0
"OSBPL7",1,NA,NA,-1,1
"EIF4E2",-1,1,1,1,1
"LOC105379524",-1,NA,NA,NA,0
"FAM53B-AS1",1,NA,NA,NA,0
"CEP55",-1,1,-1,1,1
"FRYL",-1,1,-1,NA,1
"MAPK3",1,1,1,1,0
"FDXR",1,-1,1,1,1
"CLIC3",1,1,1,-1,1
"GNPNAT1",-1,1,-1,NA,1
"RNASEL",-1,1,-1,-1,1
"MSS51",1,1,1,NA,0
"CFH",-1,-1,-1,-1,0
"LOC101927825",-1,NA,NA,NA,0
"DIP2C-AS1",1,NA,NA,NA,0
"RFXANK",-1,1,1,-1,1
"UBOX5-AS1",1,NA,NA,NA,0
"VIM-AS1",-1,NA,NA,NA,0
"WDR13",1,1,1,-1,1
"CCT8",-1,1,1,1,1
"ZNF547",1,-1,1,-1,1
"RPL23AP32",1,NA,NA,-1,1
"FMN1",1,-1,-1,NA,1
"SLC28A2",1,-1,-1,-1,1
"IQCJ",1,1,-1,1,1
"GRB14",-1,-1,1,NA,1
"DDX50",-1,1,-1,1,1
"MICU2",-1,-1,-1,NA,0
"LAS1L",-1,-1,1,1,1
"ITGAD",1,1,1,1,0
"ZNF148",-1,1,-1,1,1
"UTP20",-1,-1,-1,1,1
"ROM1",1,1,1,1,0
"PRR34-AS1",1,NA,NA,NA,0
"UFC1",-1,-1,-1,1,1
"UBQLN2",1,1,-1,-1,1
"NANS",-1,-1,1,-1,1
"ACP1",1,-1,-1,-1,1
"H4C1",1,NA,NA,NA,0
"107985023",-1,NA,NA,NA,0
"STIMATE",-1,-1,-1,NA,0
"OS9",-1,1,1,1,1
"ZBTB2",1,NA,NA,-1,1
"PTGFRN",-1,1,1,NA,1
"FIG4",-1,1,-1,1,1
"DNAJC5",-1,1,1,1,1
"ANTXR2",-1,1,-1,1,1
"LOC105378248",1,NA,NA,NA,0
"RPL26",-1,-1,1,-1,1
"HLA-B",1,1,1,1,0
"CTTNBP2NL",-1,-1,-1,1,1
"SEC23A",-1,1,-1,-1,1
"HSPA14",-1,-1,-1,NA,0
"GTF3C4",1,-1,1,-1,1
"LCE3D",1,NA,NA,-1,1
"POSTN",-1,-1,-1,-1,0
"UPF3A",1,-1,1,1,1
"AIMP1",-1,1,-1,-1,1
"LOC105377576",1,NA,NA,NA,0
"H4C11",1,NA,NA,NA,0
"LOC107987209",-1,NA,NA,NA,0
"ECE1",-1,-1,1,1,1
"105377973",1,NA,NA,NA,0
"CFLAR",-1,-1,1,1,1
"ZDHHC24",1,1,1,NA,0
"RFC4",-1,1,1,1,1
"LOC105373451",1,NA,NA,NA,0
"LINC01550",1,NA,NA,NA,0
"MFN2",-1,1,1,-1,1
"ENAH",-1,-1,-1,-1,0
"SLC44A2",1,1,1,1,0
"LINC02766",1,NA,NA,NA,0
"PRH1",-1,-1,-1,NA,0
"PGS1",-1,-1,-1,-1,0
"ZFAND2A-DT",1,NA,NA,NA,0
"ZNF671",-1,1,1,-1,1
"XYLB",1,1,-1,-1,1
"GSTT2B",-1,-1,1,NA,1
"ATG4A",-1,-1,1,1,1
"MRPS24",-1,1,1,1,1
"TTC28",1,-1,-1,-1,1
"LOC105371376",1,NA,NA,NA,0
"GATD1",1,-1,-1,NA,1
"ZNF160",-1,-1,-1,-1,0
"LINC02849",1,NA,NA,NA,0
"SH3GLB1",-1,1,-1,1,1
"LOC107987081",1,NA,NA,NA,0
"RAMP1",-1,-1,1,-1,1
"ZNF830",1,1,1,1,0
"RASIP1",-1,1,1,NA,1
"TBRG4",-1,-1,1,-1,1
"SLC22A5",-1,-1,-1,-1,0
"FMR1",1,-1,-1,-1,1
"SNAP47",-1,1,1,1,1
"RBM33-DT",1,NA,NA,NA,0
"RBFA",-1,-1,1,-1,1
"RAB6C-AS1",1,NA,NA,NA,0
"SLFN14",1,-1,-1,NA,1
"ZNF330",-1,-1,-1,-1,0
"DYRK1A",-1,NA,NA,1,1
"LOC105373262",1,NA,NA,NA,0
"IFFO1",-1,-1,1,-1,1
"PFKL",-1,1,1,-1,1
"DLG1-AS1",1,NA,NA,NA,0
"PTGES3L-AARSD1",1,-1,-1,NA,1
"IPO9",1,1,1,-1,1
"EMC4",-1,1,1,NA,1
"PPIF",-1,-1,-1,NA,0
"MEA1",1,1,1,NA,0
"RCSD1",1,1,-1,1,1
"MINDY1",1,1,-1,NA,1
"KBTBD8",-1,1,-1,1,1
"TPX2",-1,-1,1,1,1
"SEC22B4P",1,NA,NA,NA,0
"ADAM15",1,-1,1,-1,1
"OPRM1",1,-1,-1,1,1
"VAPB",1,1,1,-1,1
"VCPKMT",1,-1,1,NA,1
"PPP4R1L",-1,NA,NA,-1,0
"VPS9D1-AS1",-1,NA,NA,NA,0
"MIOS",-1,-1,-1,1,1
"PI15",1,-1,-1,-1,1
"DIRC3",-1,NA,NA,-1,0
"ATXN7L2",1,-1,1,1,1
"TDG",1,-1,-1,-1,1
"ADAMTS10",1,-1,-1,1,1
"CAPZA1",-1,-1,-1,-1,0
"MRPS2",-1,-1,-1,-1,0
"FKBP1A",-1,-1,-1,1,1
"GCSAM",-1,-1,-1,NA,0
"OTOAP1",-1,NA,NA,NA,0
"ZNF563",1,1,-1,NA,1
"RBM24",-1,-1,-1,NA,0
"ADCY2",1,-1,-1,-1,1
"MOGAT2",1,-1,-1,NA,1
"LOC105370651",1,NA,NA,NA,0
"PCGF6",-1,1,1,1,1
"STRN",1,1,-1,1,1
"BCAN",1,1,1,1,0
"RPL22",-1,1,1,-1,1
"METTL16",1,1,1,1,0
"SEPHS2",1,1,1,NA,0
"107986649",1,NA,NA,NA,0
"DHTKD1",-1,-1,-1,NA,0
"SYNE1",1,1,1,-1,1
"RAB35",-1,-1,-1,NA,0
"OPHN1",1,1,-1,-1,1
"RAD54B",-1,-1,-1,-1,0
"DISC1",1,-1,-1,-1,1
"LGR4",-1,-1,-1,-1,0
"RP2",-1,NA,NA,1,1
"ANKRD30A",1,-1,1,-1,1
"LINC00663",1,NA,NA,NA,0
"ELK4",1,-1,-1,1,1
"MIPEP",-1,-1,1,-1,1
"CYP4A11",1,-1,-1,-1,1
"BOC",-1,1,-1,-1,1
"TYW3",-1,-1,1,-1,1
"DUS4L",-1,-1,-1,NA,0
"LINC01502",1,NA,NA,NA,0
"ZNF441",-1,1,-1,-1,1
"CPM",1,1,-1,NA,1
"RBM6",-1,-1,1,-1,1
"ARHGEF15",1,-1,-1,1,1
"SLC25A20",-1,1,1,-1,1
"KIR2DL3",1,1,1,NA,0
"KLHL18",1,1,1,NA,0
"CDK9",1,-1,1,1,1
"NUP160",-1,-1,-1,1,1
"BTBD2",-1,1,1,1,1
"GLUL",-1,-1,-1,-1,0
"SULF1",-1,-1,-1,-1,0
"SNORA80B",1,NA,NA,NA,0
"ABCA3",1,1,1,1,0
"KCTD7",-1,-1,-1,NA,0
"MIR23AHG",1,NA,NA,NA,0
"TMEM183A",1,-1,-1,NA,1
"SUMO4",1,-1,-1,NA,1
"ZC3H15",-1,-1,-1,NA,0
"SNORA21",-1,NA,NA,NA,0
"DPP10-AS1",-1,NA,NA,NA,0
"LINC01093",1,NA,NA,NA,0
"OBI1",-1,NA,NA,NA,0
"MAFIP",-1,NA,NA,NA,0
"LINC01632",1,NA,NA,NA,0
"RBM15",-1,1,-1,1,1
"LINC00265",1,NA,NA,-1,1
"TMEM132D",1,1,1,-1,1
"ARHGAP42",1,-1,-1,-1,1
"CSNK2B",-1,1,1,1,1
"FAM25BP",1,NA,NA,NA,0
"ZNF674",-1,-1,-1,-1,0
"KXD1",-1,-1,-1,NA,0
"PRKAR2B",-1,1,-1,-1,1
"CUL5",-1,-1,-1,-1,0
"MALL",1,1,1,NA,0
"OTUD6B",-1,1,-1,-1,1
"FRMD6",-1,-1,-1,NA,0
"CTB-3M24.3",1,NA,NA,NA,0
"ULBP2",1,NA,NA,1,0
"GPR20",-1,-1,-1,1,1
"GATB",-1,1,1,NA,1
"HCFC2",-1,1,-1,1,1
"ELOA-AS1",-1,NA,NA,NA,0
"FNDC8",1,NA,NA,-1,1
"RETSAT",1,-1,1,1,1
"ARHGAP1",1,-1,-1,1,1
"FAM162B",-1,NA,NA,NA,0
"CCDC102A",-1,1,1,1,1
"WDR88",1,-1,-1,1,1
"LOC102723633",1,NA,NA,NA,0
"MED24",1,-1,1,1,1
"SPON2",-1,-1,-1,-1,0
"C2CD4A",-1,-1,-1,-1,0
"ABHD11",1,-1,1,-1,1
"NKAP",-1,1,1,-1,1
"AMZ2P1",-1,NA,NA,-1,0
"RBM12",-1,1,-1,-1,1
"LOC105375294",1,NA,NA,NA,0
"PRRG3",-1,-1,1,-1,1
"LOC112268419",1,NA,NA,NA,0
"MPST",-1,1,1,1,1
"NKAPD1",-1,1,-1,NA,1
"SLC1A4",-1,1,-1,1,1
"LINC02716",1,NA,NA,NA,0
"UBAC2",-1,1,1,1,1
"H2BC21",-1,NA,NA,NA,0
"TMEM41A",-1,-1,1,-1,1
"PDHX",1,1,-1,1,1
"PLAAT4",-1,NA,NA,NA,0
"POLK",-1,1,-1,NA,1
"GOLGA6L4",1,-1,-1,NA,1
"CDC37",1,-1,1,-1,1
"RAI1",-1,-1,1,1,1
"SNRPE",1,1,1,1,0
"LOC102724146",1,NA,NA,NA,0
"LINC02338",1,NA,NA,NA,0
"LOC112268030",1,NA,NA,NA,0
"TOR1AIP2",1,1,1,1,0
"SMG9",-1,-1,1,1,1
"LOC107986476",1,NA,NA,NA,0
"EIF4EBP2",-1,NA,NA,-1,0
"CYP4F29P",1,NA,NA,NA,0
"PQBP1",-1,1,1,1,1
"MRPS18C",-1,1,1,1,1
"TP53RK",-1,-1,-1,-1,0
"PGA4",1,1,-1,NA,1
"ANP32A-IT1",1,NA,NA,1,0
"GAS7",-1,1,-1,-1,1
"SAXO4",1,NA,NA,NA,0
"SETD2",1,1,-1,1,1
"DPYSL5",1,-1,-1,1,1
"PATL2",-1,-1,1,NA,1
"PXDC1",-1,-1,1,NA,1
"CAPNS1",1,1,1,1,0
"SULT1E1",-1,-1,-1,1,1
"TBCE",-1,-1,-1,1,1
"NCAPD2",1,-1,-1,NA,1
"EVPL",1,1,1,NA,0
"PLD6",1,NA,NA,-1,1
"CSE1L",-1,1,1,-1,1
"VNN2",1,1,-1,-1,1
"CAPG",-1,1,1,1,1
"CPE",-1,-1,-1,1,1
"C2CD5",-1,-1,-1,NA,0
"PM20D1",1,1,1,1,0
"LINC02476",1,NA,NA,NA,0
"ITGA4",-1,1,-1,1,1
"LOC105369363",1,NA,NA,NA,0
"PGAP3",1,1,1,NA,0
"CCR1",-1,NA,NA,1,1
"LMLN",1,-1,-1,1,1
"MDM1",1,-1,-1,1,1
"LL0XNC01-250H12.3",1,NA,NA,NA,0
"LMNB2",-1,-1,-1,-1,0
"FAM20B",1,1,-1,-1,1
"IL37",-1,-1,1,-1,1
"ATOH8",1,1,1,-1,1
"GAD2",1,NA,NA,1,0
"NDRG1",1,1,1,-1,1
"GFUS",-1,NA,NA,NA,0
"CDH1",1,1,1,-1,1
"RPL36A-HNRNPH2",-1,1,-1,-1,1
"TRPC6",-1,-1,-1,-1,0
"MROH7-TTC4",-1,-1,-1,NA,0
"FOXK1",1,-1,1,-1,1
"SKP2",-1,1,-1,1,1
"MRPL45P2",-1,NA,NA,NA,0
"PTCD3",-1,-1,-1,-1,0
"BCL10",-1,NA,NA,1,1
"LOC102724135",1,NA,NA,NA,0
"CCDC174",-1,-1,1,NA,1
"107986123",1,NA,NA,NA,0
"B3GNT6",1,-1,-1,1,1
"NARF",-1,-1,1,1,1
"SPG11",-1,-1,-1,-1,0
"POP4",1,1,1,-1,1
"AVEN",-1,-1,-1,1,1
"MUC3A",1,-1,-1,-1,1
"SLC33A1",-1,1,-1,-1,1
"MALSU1",-1,1,1,NA,1
"PSAP",-1,1,1,-1,1
"FCGR2A",1,1,-1,-1,1
"GPC2",-1,-1,-1,1,1
"PSG11",1,-1,1,1,1
"CAVIN3",-1,1,1,NA,1
"CCDC66",1,-1,-1,-1,1
"PEG3",-1,-1,-1,1,1
"PTGES3L",1,-1,1,NA,1
"105379185",1,NA,NA,NA,0
"NUP133",1,1,1,-1,1
"FAM236C",1,NA,NA,NA,0
"IFI27L1",-1,-1,1,1,1
"KDM4C",-1,-1,-1,-1,0
"BCCIP",-1,-1,-1,-1,0
"TRAF5",-1,-1,-1,-1,0
"PRDM7",1,-1,-1,NA,1
"HID1",1,-1,1,NA,1
"RNASEH1",1,-1,-1,1,1
"VGLL1",1,1,1,-1,1
"SLC38A9",-1,1,-1,NA,1
"SNORD87",1,NA,NA,NA,0
"ZNF431",-1,-1,1,NA,1
"ME3-DT",1,NA,NA,NA,0
"LOC101928095",1,NA,NA,NA,0
"FAS",-1,-1,-1,-1,0
"RANBP17",1,-1,1,NA,1
"TCHP",1,-1,-1,-1,1
"ERP27",1,1,-1,-1,1
"FNDC4",-1,-1,-1,1,1
"HOTAIRM1",-1,NA,NA,NA,0
"SLC22A8",1,1,1,-1,1
"PDIA3",-1,1,1,1,1
"FIGNL2",1,-1,-1,1,1
"LOC284412",1,NA,NA,-1,1
"TP53TG1",-1,NA,NA,1,1
"LOC105375315",1,NA,NA,NA,0
"NFYB",-1,1,-1,-1,1
"PDF",1,NA,NA,NA,0
"TUT7",-1,1,1,NA,1
"TRMT2A",1,-1,1,1,1
"MAML3",1,1,-1,1,1
"LINC02905",1,NA,NA,NA,0
"RETREG2",-1,1,1,NA,1
"SMC5",-1,-1,-1,-1,0
"CSNK1E",-1,-1,1,-1,1
"CAMK4",-1,1,-1,-1,1
"CNTN2",1,-1,-1,-1,1
"LDAF1",-1,NA,NA,NA,0
"SETBP1",-1,-1,-1,1,1
"TMEM164",1,1,1,-1,1
"GOLGA2P5",1,NA,NA,-1,1
"KRT6A",-1,-1,-1,1,1
"RRP7BP",-1,NA,NA,NA,0
"C18orf54",-1,1,-1,-1,1
"ZNF184",1,1,-1,NA,1
"PDGFC",-1,1,-1,-1,1
"DGAT2",1,-1,1,-1,1
"LOC101929201",1,NA,NA,NA,0
"SLC38A10",1,1,1,-1,1
"NVL",-1,1,1,NA,1
"SLC4A3",1,-1,-1,-1,1
"SLF2",-1,-1,1,NA,1
"DGCR6L",1,1,1,1,0
"LXN",-1,-1,-1,-1,0
"VPS37B",1,-1,-1,-1,1
"TRNP1",-1,-1,-1,-1,0
"PARPBP",-1,-1,-1,NA,0
"CIP2A",-1,1,-1,NA,1
"COPS2",-1,1,-1,1,1
"CCN1",-1,-1,-1,NA,0
"FOXRED1",-1,-1,1,NA,1
"ST6GALNAC5",1,1,1,1,0
"TNF",1,NA,NA,1,0
"KLHL21",-1,-1,-1,-1,0
"HNRNPDL",-1,-1,-1,NA,0
"TCTA",-1,1,1,1,1
"STUB1",1,1,1,-1,1
"PPY",1,1,1,-1,1
"ARHGAP45",1,1,1,NA,0
"LOC101928782",1,NA,NA,NA,0
"TMA7",-1,1,1,NA,1
"RPL6",-1,1,1,1,1
"CYP2A7",1,-1,1,1,1
"SDSL",-1,1,1,1,1
"ZNF84",-1,1,-1,-1,1
"RNF138P1",1,NA,NA,1,0
"FHOD3",1,-1,-1,-1,1
"PRSS50",1,-1,1,NA,1
"CEP97",-1,-1,-1,-1,0
"STX10",-1,1,1,-1,1
"PPP2R5B",-1,-1,-1,-1,0
"TFB1M",-1,-1,1,-1,1
"LOC105371637",1,NA,NA,NA,0
"INO80B-WBP1",1,1,-1,NA,1
"KYNU",-1,1,-1,-1,1
"EXOSC1",-1,1,1,-1,1
"LINC03006",1,NA,NA,NA,0
"CD22",1,1,-1,1,1
"RND3",-1,-1,-1,-1,0
"RNMT",-1,1,1,-1,1
"NUP107",-1,-1,-1,1,1
"HTATSF1P2",1,NA,NA,1,0
"KCNC4",-1,-1,1,-1,1
"TMEM147",1,-1,1,NA,1
"GDE1",-1,1,-1,NA,1
"DHCR24",1,NA,NA,-1,1
"CEP104",-1,-1,-1,1,1
"C1orf174",-1,-1,-1,1,1
"PARGP1-AGAP4",1,NA,NA,NA,0
"KIF1C",1,1,-1,-1,1
"ORC4",1,1,-1,1,1
"107987388",1,NA,NA,NA,0
"NIPSNAP3A",-1,-1,-1,NA,0
"LOC105372709",1,NA,NA,NA,0
"BORCS5",-1,1,1,NA,1
"LOC107986160",-1,NA,NA,NA,0
"SCARF2",-1,-1,1,1,1
"LOC101929586",1,NA,NA,NA,0
"GVINP1",1,NA,NA,1,0
"CBX8",-1,-1,-1,-1,0
"SAE1",-1,1,1,-1,1
"MAPKAPK5",1,1,-1,-1,1
"RXRB",1,-1,1,-1,1
"PLEC",-1,-1,1,1,1
"INTS4P2",1,NA,NA,NA,0
"KPNA2",-1,1,1,1,1
"HELZ",-1,1,-1,1,1
"NDUFB7",-1,1,1,-1,1
"PYCR2",-1,-1,1,1,1
"SEC24C",1,-1,-1,-1,1
"CHRM1",1,-1,-1,-1,1
"ZBTB3",1,1,1,NA,0
"LTO1",-1,-1,1,NA,1
"RNF216",-1,1,-1,1,1
"LOC107987107",1,NA,NA,NA,0
"NEPRO",-1,-1,-1,NA,0
"LINC00839",-1,NA,NA,NA,0
"DMAC2",1,1,1,NA,0
"NXF4",1,NA,NA,NA,0
"EPAS1",1,-1,1,-1,1
"TRAPPC9",1,1,1,-1,1
"FBXO33",-1,1,-1,1,1
"ATP4A",1,1,-1,-1,1
"BHMT2",1,-1,-1,1,1
"ARHGEF37",-1,-1,-1,NA,0
"DNAAF2",-1,-1,-1,-1,0
"ZNG1E",-1,NA,NA,NA,0
"FAM168B",1,1,-1,1,1
"VPS9D1",-1,-1,1,NA,1
"KCTD17",-1,1,1,NA,1
"SLC36A1",-1,1,-1,1,1
"SNAP23",-1,1,-1,-1,1
"CKMT1B",1,-1,1,NA,1
"PPIP5K2",1,1,-1,1,1
"MTBP",-1,-1,-1,NA,0
"TIMM50",-1,-1,1,1,1
"LOC100289473",1,NA,NA,NA,0
"SIVA1",-1,1,-1,-1,1
"EXOSC5",-1,1,1,NA,1
"ATIC",-1,1,1,NA,1
"101928451",-1,NA,NA,NA,0
"MRNIP",-1,-1,-1,NA,0
"N4BP1",1,NA,NA,-1,1
"OGDH",1,-1,-1,1,1
"TEX264",-1,1,1,-1,1
"GOLGA6L17P",1,NA,NA,NA,0
"IL2RB",-1,1,-1,1,1
"EIF2B4",1,-1,1,1,1
"LOC105371768",1,NA,NA,NA,0
"MYDGF",-1,1,1,NA,1
"NCKAP5",1,1,1,1,0
"LOC107986126",1,NA,NA,NA,0
"NDRG2",1,-1,-1,1,1
"YARS1",-1,NA,NA,NA,0
"PSG10P",1,NA,NA,NA,0
"OCLN",1,1,1,-1,1
"MAMLD1",1,-1,-1,-1,1
"IGLL3P",1,NA,NA,NA,0
"ITSN2",1,-1,-1,-1,1
"COPS7B",-1,-1,1,-1,1
"DGKZ",1,1,1,1,0
"ZBTB8OS",1,1,1,1,0
"ANXA5",-1,1,1,1,1
"GASK1A",-1,-1,-1,NA,0
"ANLN",-1,-1,1,1,1
"CEPT1",-1,1,-1,NA,1
"PI4KB",-1,-1,1,1,1
"CD6",1,1,1,-1,1
"UBA6",-1,1,-1,1,1
