"","study_1","study_2","study_3","study_4"
"ZNF214",0.53961814226692,0.487388851657797,0.686486975707545,0
"FLT4",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"KCNK6",0.53961814226692,0.487388851657797,0.686486975707545,0
"SMIM43",1,0,0,0
"PRG3",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"CABCOCO1",0.53961814226692,0.487388851657797,0.686486975707545,0
"LOC285889",0.589094188963293,0,0,0.808064376476083
"HMBOX1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"HSBP1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"GCLC",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"MTERF1",0.53961814226692,0.487388851657797,0.686486975707545,0
"SH2D4B",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"NUDT8",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"NUDT14",0.53961814226692,0.487388851657797,0.686486975707545,0
"SLC6A14",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"INMT",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ZNF880",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"IFI44",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"MAPDA",1,0,0,0
"CLINT1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"PDRG1",0.589094188963293,0,0,0.808064376476083
"PPA1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"COL4A6",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"C10orf120",0.589094188963293,0,0,0.808064376476083
"SNORA2A",0.589094188963293,0,0,0.808064376476083
"HNRNPA1L2",0.589094188963293,0,0,0.808064376476083
"PLD3",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"TELO2",0.53961814226692,0.487388851657797,0.686486975707545,0
"HERC2P2",0.589094188963293,0,0,0.808064376476083
"ADH1B",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ZMAT5",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"C14orf39",0.53961814226692,0.487388851657797,0.686486975707545,0
"ZNF738",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"CRMA",1,0,0,0
"ANKRD11",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"C8orf44-SGK3",1,0,0,0
"ACTR2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"GNG11",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ASTE1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"BSN-DT",1,0,0,0
"ISM1",0.589094188963293,0,0,0.808064376476083
"TPTEP1",1,0,0,0
"HSD17B2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"EML2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"MEGF9",1,0,0,0
"SLC66A3",1,0,0,0
"LOC107985057",1,0,0,0
"ARHGAP5",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"FEM1B",0.53961814226692,0.487388851657797,0.686486975707545,0
"PLAC4",0.589094188963293,0,0,0.808064376476083
"EPM2A-DT",1,0,0,0
"SHMT1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"GREB1L",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"GATA5",0.589094188963293,0,0,0.808064376476083
"FAM174B",0.53961814226692,0.487388851657797,0.686486975707545,0
"CNNM3",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"FOLR2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"GET4",0.53961814226692,0.487388851657797,0.686486975707545,0
"PSMB8",0.53961814226692,0.487388851657797,0.686486975707545,0
"CDS1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ZNF624",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"HAGLR",1,0,0,0
"ARL14EPL",0.53961814226692,0.487388851657797,0.686486975707545,0
"MAPKAPK2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ARG2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"BIRC6",0.53961814226692,0.487388851657797,0.686486975707545,0
"CLDN5",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ITK",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"NEU4",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"PHF13",0.589094188963293,0,0,0.808064376476083
"LENG8-AS1",1,0,0,0
"USP34",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"EEF1AKMT2",0.53961814226692,0.487388851657797,0.686486975707545,0
"LMOD3",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"GALNT11",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"UBE2B",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"SCN1A",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"CD14",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"GFI1",0.53961814226692,0.487388851657797,0.686486975707545,0
"SDHAP3",1,0,0,0
"MAPK1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ENOSF1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"PHF24",0.53961814226692,0.487388851657797,0.686486975707545,0
"ISG20",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"BBC3",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"LTB4R2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"TOX2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ATG3",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"SELENOT",0.53961814226692,0.487388851657797,0.686486975707545,0
"MAP7D3",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"IGLC3",1,0,0,0
"CASP6",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"CHD1",0.53961814226692,0.487388851657797,0.686486975707545,0
"TMEM45B",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"MAP2K1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"PPP1R21",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"PIGL",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"HAUS6",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"CLIC5",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"105370537",1,0,0,0
"CIMAP1B",1,0,0,0
"TSHZ1",0.53961814226692,0.487388851657797,0.686486975707545,0
"TRIM35",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"LRP1B",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"BTNL8",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ZSCAN32",0.53961814226692,0.487388851657797,0.686486975707545,0
"CD164",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"LOC105376289",1,0,0,0
"FAM182B",1,0,0,0
"SRRT",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"LINC01019",1,0,0,0
"ZDHHC18",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"KIF2C",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"SH3BP2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"CORO6",0.53961814226692,0.487388851657797,0.686486975707545,0
"TFAP2E",1,0,0,0
"MED25",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"SLC40A1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ITPR1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"CAMK1G",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"STRADB",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ZNF544",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"NEGR1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"CST2",0.589094188963293,0,0,0.808064376476083
"SEMA6A",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"SYAP1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ZNF773",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ZNF8-ERVK3-1",1,0,0,0
"SGO1-AS1",1,0,0,0
"CRYGN",0.53961814226692,0.487388851657797,0.686486975707545,0
"MGP",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"MYT1L",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"SFTPC",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"CIMIP3",1,0,0,0
"BABAM1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"NIPAL4",0.53961814226692,0.487388851657797,0.686486975707545,0
"MB",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"FAIM2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"MRPL2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"HMGCS1",0.53961814226692,0.487388851657797,0.686486975707545,0
"ESRRA",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"PSTK",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ALDH3A1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"RAB40C",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"SUCLG2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"TOMM6",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"NDRG4",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"LINC00630",1,0,0,0
"DUS4L-BCAP29",1,0,0,0
"KANTR",0.53961814226692,0.487388851657797,0.686486975707545,0
"ZNF419",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"SESTD1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"WNT5B",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"PDS5A",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ATP1B3",0.53961814226692,0.487388851657797,0.686486975707545,0
"MORN5",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"MMP13",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ZAP70",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ZBTB10",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"FOXI2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"CRACR2A",0.53961814226692,0.487388851657797,0.686486975707545,0
"DEF8",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"RAVER1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"GOLGA7",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ZMIZ2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"KLF5",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ETV7",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"SNRNP27",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"DYNC1LI1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"LINC02549",1,0,0,0
"ZC3H11B",1,0,0,0
"FAM86C1P",1,0,0,0
"CD109",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"MUC7",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"107985441",1,0,0,0
"CD274",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"SLC25A13",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"PLA2G2D",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"NHSL3",1,0,0,0
"SYNJ2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"SYNRG",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"CCDC42",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"RSL24D1",0.53961814226692,0.487388851657797,0.686486975707545,0
"TIMM9",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"DNAJC22",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"CENPS-CORT",0.53961814226692,0.487388851657797,0.686486975707545,0
"IL1R2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"PPHLN1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ARL4D",0.589094188963293,0,0,0.808064376476083
"SCRIB",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"WARS1",1,0,0,0
"XK",0.589094188963293,0,0,0.808064376476083
"C1orf198",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"LOC107986327",1,0,0,0
"LOC100505782",1,0,0,0
"TRIB2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ARPC3",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"FOCAD",0.53961814226692,0.487388851657797,0.686486975707545,0
"PARD6G-AS1",1,0,0,0
"BOK",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ARL2BP",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"GBP5",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"NCCRP1",0.589094188963293,0,0,0.808064376476083
"MCIDAS",0.53961814226692,0.487388851657797,0.686486975707545,0
"PITRM1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"TUBG1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"IGLC5",1,0,0,0
"YY1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"SLC35C2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"HSPG2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"338809",1,0,0,0
"SNUPN",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"CAMKK1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"SEC14L3",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"SUMO1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"TOB1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"LOC105370111",1,0,0,0
"PRDX4",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"CUBN",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"TET3",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"NMRAL2P",1,0,0,0
"BARX2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"CBLN4",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"DPY19L3",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ZNF670-ZNF695",0.53961814226692,0.487388851657797,0.686486975707545,0
"RPS19",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"LOC102723502",1,0,0,0
"AEN",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"RDM1P5",1,0,0,0
"EMX2OS",0.589094188963293,0,0,0.808064376476083
"PAIP2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"BRAF",0.589094188963293,0,0,0.808064376476083
"MYO3A",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"CHTF18",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"SLC2A13",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ZNF302",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"CCDC85C",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"TAFA5",1,0,0,0
"NTNG2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"BACE2",0.53961814226692,0.487388851657797,0.686486975707545,0
"PDS5B",0.53961814226692,0.487388851657797,0.686486975707545,0
"SGCD",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"TPR",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"FAM66B",1,0,0,0
"PCYT1B",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"RRP15",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"LOC101929278",1,0,0,0
"ADGRA1",0.53961814226692,0.487388851657797,0.686486975707545,0
"HSPB2",0.589094188963293,0,0,0.808064376476083
"AP1S3",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"SNORA77",1,0,0,0
"GANAB",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"SPATA33",0.53961814226692,0.487388851657797,0.686486975707545,0
"COL4A3",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"DNAH8-AS1",1,0,0,0
"MCHR1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"HMGCS2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"APOBEC2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"GRM7",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ZBTB7A",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"TTTY4C",1,0,0,0
"SEC22C",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"LINC00189",0.589094188963293,0,0,0.808064376476083
"DTX3L",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"MTHFS",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ILF2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"CRTAM",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"SUMF2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"MOB3A",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"MED9",0.53961814226692,0.487388851657797,0.686486975707545,0
"EIF2AK2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"LOC105371430",1,0,0,0
"NAPA-AS1",1,0,0,0
"SIGLEC1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"HOTAIR",0.589094188963293,0,0,0.808064376476083
"LINC00882",1,0,0,0
"RAD50",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"SLC31A2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"GLCCI1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"CFAP36",0.53961814226692,0.487388851657797,0.686486975707545,0
"ASIC3",0.53961814226692,0.487388851657797,0.686486975707545,0
"KRT23",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"LOC101928868",1,0,0,0
"HCFC1R1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"DBNDD2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"PEDS1",1,0,0,0
"SSR3",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"IFI6",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"CES4A",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"YWHAB",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"SYCE1L",0.53961814226692,0.487388851657797,0.686486975707545,0
"MEDAG",0.53961814226692,0.487388851657797,0.686486975707545,0
"FRMD1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"TDP1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"GP5",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"REEP3",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"DZIP1L",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"SV2B",0.53961814226692,0.487388851657797,0.686486975707545,0
"CALHM5",1,0,0,0
"TANGO6",0.53961814226692,0.487388851657797,0.686486975707545,0
"GEMIN5",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"MTMR8",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"TPCN1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ACTR1B",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"LINC00944",1,0,0,0
"MICAL2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"JADE2",0.53961814226692,0.487388851657797,0.686486975707545,0
"LOC105377972",1,0,0,0
"UPK1A",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"BANP",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"NXPE3",0.53961814226692,0.487388851657797,0.686486975707545,0
"PSMC4",0.53961814226692,0.487388851657797,0.686486975707545,0
"CCL4",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"CHI3L2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"SLA2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"PHEX",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"LOC105374989",1,0,0,0
"MAP4K4",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ZBTB17",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"RIC3",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"LINC02576",1,0,0,0
"EVC",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"AMIGO2",0.53961814226692,0.487388851657797,0.686486975707545,0
"EFCAB13",0.53961814226692,0.487388851657797,0.686486975707545,0
"TPD52L1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"POU2F1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"CD99P1",1,0,0,0
"CELA2A",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"XPR1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"DNAJB13",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"LGALS8",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"TPSG1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"CCL14",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"CENPS",0.53961814226692,0.487388851657797,0.686486975707545,0
"RNF149",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"FERMT2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"HNRNPA2B1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"MICB",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"KCNK15-AS1",1,0,0,0
"CAND2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"SCN10A",0.589094188963293,0,0,0.808064376476083
"GNAT2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"MRPS14",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"LOC105377284",1,0,0,0
"DYNLL1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"LOC644669",1,0,0,0
"TWSG1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ZNF860",0.53961814226692,0.487388851657797,0.686486975707545,0
"DUSP9",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"TMEM184A",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"SLFN11",0.53961814226692,0.487388851657797,0.686486975707545,0
"PEA15",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ITGA8",0.53961814226692,0.487388851657797,0.686486975707545,0
"CAPN12",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"MYLK",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"SEC61A2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"GSPT1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"BRINP1",0.53961814226692,0.487388851657797,0.686486975707545,0
"CABYR",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"SLC6A3",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"LRRC3",0.589094188963293,0,0,0.808064376476083
"ZNF790-AS1",1,0,0,0
"PPM1E",0.589094188963293,0,0,0.808064376476083
"UBE2K",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"HAVCR2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"LOC100288637",1,0,0,0
"DDX60",0.53961814226692,0.487388851657797,0.686486975707545,0
"MTO1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"DPY19L2P2",0.589094188963293,0,0,0.808064376476083
"SMARCAD1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"COL22A1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ACTR6",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ASIC1",0.53961814226692,0.487388851657797,0.686486975707545,0
"LOC102723996",1,0,0,0
"LOC112268219",1,0,0,0
"CAGE1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"PTGER4",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"VXN",0.53961814226692,0.487388851657797,0.686486975707545,0
"TOB2",0.53961814226692,0.487388851657797,0.686486975707545,0
"SLC28A3",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"TES",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"LOC105379827",1,0,0,0
"KCNRG",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"CX3CR1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"PARL",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"LOC105377979",1,0,0,0
"MCRIP1",0.53961814226692,0.487388851657797,0.686486975707545,0
"FKBPL",0.589094188963293,0,0,0.808064376476083
"ZNF846",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"RXYLT1",0.53961814226692,0.487388851657797,0.686486975707545,0
"CD58",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"HMGB2",0.53961814226692,0.487388851657797,0.686486975707545,0
"HEY1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"CLCA4",0.53961814226692,0.487388851657797,0.686486975707545,0
"LOC285626",0.589094188963293,0,0,0.808064376476083
"PPIL2",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"IGHG2",1,0,0,0
"LY9",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"TRNV",1,0,0,0
"MMP7",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"C8orf58",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"SH2D1A",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"CCT6B",0.53961814226692,0.487388851657797,0.686486975707545,0
"TBX4",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"LOC101929347",1,0,0,0
"GLI4",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ALG5",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"UGT2B15",0.589094188963293,0,0,0.808064376476083
"GGA3",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ERICH1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"SIDT1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ATP23",0.53961814226692,0.487388851657797,0.686486975707545,0
"PEX11A",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"LIPT1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"POC1A",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"TTC19",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"PIK3R5",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ZBED5",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"TVP23B",0.53961814226692,0.487388851657797,0.686486975707545,0
"LRRC75B",0.53961814226692,0.487388851657797,0.686486975707545,0
"CHL1",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"TRIM29",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"ADAMTS17",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
"RFX4",0.433726655719,0.391746533532402,0.551774814162947,0.594945708480702
